id,image_id,question,relevant_articles,question_type,choices,answer,file_name
train_274,train_5_36,"Biển báo trong hình bên là biển ""Cấm đi ngược chiều"". Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Sai,train_5_36.jpg
train_275,train_5_22,Xe taxi lưu thông trên đoạn đường trong hình bên vào lúc 22h là không vi pham quy định giao thông. Điều này là đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7b'}]",Yes/No,,Đúng,train_5_22.jpg
train_276,train_5_29,"Trong hình bên không có biển báo ""Hướng rẽ"". Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.9'}]",Yes/No,,Sai,train_5_29.jpg
train_277,train_5_28,Ý nghĩa của biển báo trong hình bên là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.17'}]",Multiple choice,"{'A': 'Bắt đầu khu đông dân cư', 'B': 'Hết khu đông dân cư', 'C': 'Hướng đi trên mỗi làn đường phải theo', 'D': 'Đường dành cho xe ô tô'}",A,train_5_28.jpg
train_278,train_5_29,Biển báo nào không xuất hiện trong hình bên?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.3'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.45'}]",Multiple choice,"{'A': 'Biển báo ""Công trường""', 'B': 'Biển báo ""Đi chậm""', 'C': 'Biển báo ""Đường bị thu hẹp""', 'D': 'Biển báo ""Đường giao nhau""'}",D,train_5_29.jpg
train_279,train_5_13,"Khi lưu thông trên đoạn đường cao tốc Bắc - Nam, đoạn Nha Trang - Cam Lâm, bạn thấy biển nền xanh lá cây, nội dung là ""Cao tốc Bắc - Nam  Đoạn đường TẬP ĐOÀN SƠN HẢI BẢO HÀNH 10 NĂM"", và biển có nội dung ""LỐI RA - EXIT"". Theo QCVN 41:2024/BGTVT, nhận định nào dưới đây là đúng nhất?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.26'}]",Multiple choice,"{'A': 'Biển nền xanh lá thể hiển biển chỉ dẫn bình thường trên quốc lộ.', 'B': 'Biển báo có nội dung ""LỐI RA - EXIT"" là biển báo cấm quay đầu.', 'C': 'Biển nền xanh lá có nội dung ""LỐI RA - EXIT"" là biển báo hướng ra khỏi đường cao tốc, có tính chất chỉ dẫn.', 'D': 'Biển có dòng chữ ""BẢO HÀNH 10 NĂM"" là biển hiệu có hiệu lực cảnh báo kỹ thuật.'}",C,train_5_13.jpg
train_280,train_5_26,Nhận xét nào dưới đây là đúng trong hình bên?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.5'}]",Multiple choice,"{'A': 'Đây là biển báo cấm xe ô tô tải', 'B': 'Đây là biển báo cấm xe máy', 'C': 'Đây là biển báo cấm ô tô', 'D': 'Đây là biển báo cấm xe máy và ô tô'}",D,train_5_26.jpg
train_281,train_5_16,"""Trong trường hợp trên, người đi bộ không được phép đi ngược chiều trên vỉa hè hoặc lề đường"". Mệnh đề trên đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Yes/No,,Sai,train_5_16.jpg
train_282,train_5_10,"Xe cứu thương, xe cứu hoả nếu có bật còi, đèn tín hiệu thì được phép chạy với tốc độ trên 50 km/h. Điều này là đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Yes/No,,Đúng,train_5_10.jpg
train_283,train_5_31,Hai biển báo xuất hiện trong hình bên là loại biển báo gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.18'}]",Multiple choice,"{'A': 'Biển báo hiệu', 'B': 'Biển chỉ dẫn trên đường cao tốc', 'C': 'Biển báo cấm', 'D': 'Biển chỉ dẫn'}",B,train_5_31.jpg
train_284,train_5_35,"Trong hình bên, có bao nhiêu phương tiện giao thông (bao gồm cả người đi bộ) bị cấm lưu thông trong đoạn dường phía trước?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B'}]",Multiple choice,"{'A': 5, 'B': 6, 'C': 7, 'D': 8}",D,train_5_35.jpg
train_285,train_5_23,"Biển báo trong hình bên có ý nghĩa là ""Kết thúc làn đường theo phương tiện"", đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.16'}]",Yes/No,,Sai,train_5_23.jpg
train_286,train_5_27,"Dựa theo các biển báo trong hình bên, xe máy sẽ bị cấm lưu thông đoạn đường trên trong khung giờ nào?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.4'}]",Multiple choice,"{'A': '6:00 - 9:00', 'B': '16h30 - 19h30', 'C': 'Cả A và B đều đúng', 'D': 'Cả A và B đều sai'}",C,train_5_27.jpg
train_287,train_5_12,Biển báo xuất hiện trong hình bên là có ý nghĩa là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Multiple choice,"{'A': 'Cấm đi ngược chiều', 'B': 'Cấm xe ô tô', 'C': 'Cấm xe máy', 'D': 'Đường cấm'}",A,train_5_12.jpg
train_288,train_5_18,Biển báo trong hình bên thuộc loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Multiple choice,"{'A': 'Biển phụ', 'B': 'Biển báo cấm', 'C': 'Biển báo hiệu', 'D': 'Biển báo nguy hiểm và cảnh báo'}",B,train_5_18.jpg
train_289,train_5_21,"Biển báo hình tam giác, nền vàng, viền đỏ, có ý nghĩa cảnh báo điều gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.40'}]",Multiple choice,"{'A': '""Ùn tắc giao thông""', 'B': '""Nguy hiểm""', 'C': '""Đường hầm""', 'D': '""Đoạn đường hay xảy ra tai nạn""'}",C,train_5_21.jpg
train_290,train_5_9,Biển báo trong hình bên có ý nghĩa là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.22'}]",Multiple choice,"{'A': 'Chỉ dẫn số điện thoại khẩn cấp', 'B': 'Chỉ dẫn giữ khoảng cách lái xe an toàn', 'C': 'Chỉ dẫn giảm tốc độ', 'D': 'Chỉ dẫn lối ra'}",A,train_5_9.jpg
train_291,train_5_14,Biển báo nào xuất hiện trong hình bên?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}]",Multiple choice,"{'A': '""Vị trí người đi bộ sang ngang""', 'B': '""Cửa hàng xăng dầu""', 'C': '""Bắt đầu khu đông dân cư""', 'D': 'Cả A, B, C đều đúng'}",D,train_5_14.jpg
train_292,train_5_25,"Theo các biển báo trong hình bên, biển báo có nội dung ""TP. THỦ ĐỨC CAO TỐC TP HCM-LT-DG"" là loại biển báo gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Biển phụ', 'B': 'Biển báo cấm', 'C': 'Biển chỉ dẫn', 'D': 'Biển báo nguy hiểm và cảnh báo'}",C,train_5_25.jpg
train_293,train_5_31,"Theo biển chỉ dẫn trong hình bên, nếu muốn đến Hà Nội thì rẽ phải, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.18'}]",Yes/No,,Sai,train_5_31.jpg
train_294,train_5_1,"Theo biển chỉ dẫn trong hình bên, nếu muốn đến Việt Trì cần di chuyển thêm bao nhiêu kilomet nữa?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': '251 km', 'B': '108 km', 'C': '40 km', 'D': '11 km'}",C,train_5_1.jpg
train_295,train_5_3,Biển báo trong hình bên có ý nghĩa là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1a'}]",Multiple choice,"{'A': '""Các xe chỉ được đi thẳng""', 'B': '""Các xe chỉ được rẽ phải""', 'C': '""Các xe chỉ được rẽ trái""', 'D': '""Các xe chỉ được đi thẳng và rẽ phải""'}",B,train_5_3.jpg
train_296,train_5_35,"Theo biển báo hình chữ nhật, nền xanh, chữ trắng trong hình bên, quãng đường phương tiện phải di chuyển để vào Cao tốc Bén Lức Long Thành là bao nhiêu?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.2'}]",Multiple choice,"{'A': '600m', 'B': '700m', 'C': '800m', 'D': '900m'}",C,train_5_35.jpg
train_297,train_5_7,Biển báo trong hình bên là loại biển báo gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.8'}]",Multiple choice,"{'A': 'Biển phụ', 'B': 'Biển báo cấm', 'C': 'Biển hiệu lệnh', 'D': 'Biển báo nguy hiểm và cảnh báo'}",B,train_5_7.jpg
train_298,train_5_25,"Theo các biển báo xuất hiện trong hình bên, tất cả phương tiện giao thông (trừ các phương tiện đặc biệt) đều bị cấm làm gì? (Gợi ý: biển báo hình tròn, viền đỏ, nền trắng đen)","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Multiple choice,"{'A': 'Cấm rẽ phải', 'B': 'Cấm rẽ trái', 'C': 'Cấm rẽ phải và quay đầu', 'D': 'Cấm rẽ trái và quay đầu'}",D,train_5_25.jpg
train_299,train_5_28,Biển báo trong hình bên thuộc loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.17'}]",Multiple choice,"{'A': 'Biển phụ', 'B': 'Biển báo cấm', 'C': 'Biển hiệu lệnh', 'D': 'Biển báo nguy hiểm và cảnh báo'}",C,train_5_28.jpg
train_300,train_5_35,"Biển báo hình chữ nhật, có nền xanh, chữ trắng trong hình bên có ý nghĩa là gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.2'}]",Multiple choice,"{'A': 'Biển chỉ dẫn sơ đồ và khoảng cách đến nút giao với nhánh nối vào đường cao tốc', 'B': 'Biển chỉ dẫn lối vào đường cao tốc', 'C': 'Biển chỉ dẫn bắt đầu đường cao tốc.', 'D': 'Cả A, B, và C đều sai.'}",B,train_5_35.jpg
train_301,train_5_35,"Biển báo hình chữ nhât, có nền xanh, chữ trắng cho biết sắp tới sẽ là cao tốc Long Thành Dầu Giây. Điều đó là đúng hay sai? ","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.2'}]",Yes/No,,Sai,train_5_35.jpg
train_302,train_5_27,"Trong tất cả các biển báo trong hình bên có sự xuất hiện của biển ""Hạn chế chiều cao"". Điều đó là đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.17'}]",Yes/No,,Đúng,train_5_27.jpg
train_303,train_5_32,Tốc độ tối đa khi di chuyển trên cao tốc Bãi Vọt Hàm Nghi là 60 km/h. Điều đó là đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Yes/No,,Sai,train_5_32.jpg
train_304,train_5_33,"Theo biển báo chỉ dẫn trên đường cao tốc trong hình bên, tốc độ tối đa được phép di chuyển trên cao tốc Mai Sơn Quốc Lộ 45 là bao nhiêu?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': '60 km/h', 'B': '70 km/h', 'C': '80 km/h', 'D': '90 km/h'}",D,train_5_33.jpg
train_305,train_5_2,Biển báo xuất hiện trong hình bên thuộc loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}]",Multiple choice,"{'A': 'Biển phụ', 'B': 'Biển báo cấm', 'C': 'Biển hiệu lệnh', 'D': 'Biển báo nguy hiểm và cảnh báo'}",B,train_5_2.jpg
train_306,train_5_32,"Theo biển báo chỉ dẫn trên đường cao tốc trong hình bên, tốc độ tối thiểu để di chuyển trên cao tốc Bãi Vọt Hàm Nghi là bao nhiêu?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': '60 km/h', 'B': '70 km/h', 'C': '80 km/h', 'D': '90 km/h'}",A,train_5_32.jpg
train_307,train_5_15,Tốc độ tối đa và tối thiểu được phép di chuyển trên cao tốc Hải Phòng Móng Cái là bao nhiêu?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': '120 km/h và 120 km/h', 'B': '60 km/h và 120 km/h', 'C': '60 km/h và 60 km/h', 'D': '120 km/h và 60 km/h'}",D,train_5_15.jpg
train_308,train_5_3,Biển báo trong hình bên thuộc loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1a'}]",Multiple choice,"{'A': 'Biển hiệu lệnh', 'B': 'Biển báo cấm', 'C': 'Biển phụ', 'D': 'Biển báo nguy hiểm và cảnh báo'}",A,train_5_3.jpg
train_309,train_5_15,"Theo biển báo chỉ dẫn địa điểm và khoảng cách trong hình bên, khoảng cách để đến Hạ Long là bao nhiêu ki-lô-mét?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.17'}]",Multiple choice,"{'A': '17 km', 'B': '87 km', 'C': '112 km', 'D': 'Cả A, B, và C đều sai'}",B,train_5_15.jpg
train_310,train_5_27,"Trong các biển báo giao thông trong hình bên, có một biển báo nguy hiểm và cảnh báo. Ý nghĩa của biển báo đó là gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.45'}]",Multiple choice,"{'A': '""Công trường""', 'B': '""Đoạn đường hay xảy ra tai nạn""', 'C': '""Đường hầm""', 'D': '""Đi chậm""'}",D,train_5_27.jpg
train_311,train_5_5,"Biển báo xuất hiện trong hình bên có ý nghĩa là ""Cấm dừng và đỗ xe"". Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Sai,train_5_5.jpg
train_312,train_5_6,"""Biển cáo có màu xanh, trắng trong hình bên là biển báo ""Nơi giao nhau chạy theo vòng xuyến"", áp dụng cho các loại xe thô sơ và cơ giới"". Phát biểu trên đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Đúng,train_5_6.jpg
train_313,train_5_25,"Trong các biển báo trong hình bên, có sự xuất hiện của  ""Biển gộp làn đường theo phương tiện"". Đúng hay sai? ","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.3'}]",Yes/No,,Đúng,train_5_25.jpg
train_314,train_5_11,Hai biển báo xuất hiện trong hình bên có ý nghĩa là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': 'Biển chỉ dẫn lối vào đường cao tốc', 'B': 'Biển chỉ dẫn bắt đầu đường cao tốc.', 'C': 'Biển chỉ dẫn bắt đầu đường cao tốc phân làn đường có tốc độ khác nhau.', 'D': 'Biển chỉ dẫn sơ đồ và khoảng cách đến nút giao với nhánh nối vào đường cao tốc'}",C,train_5_11.jpg
train_315,train_5_32,Biển báo trong hình bên có ý nghĩa là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': 'Biển chỉ dẫn sơ đồ và khoảng cách đến nút giao với nhánh nối vào đường cao tốc', 'B': 'Biển chỉ dẫn lối vào đường cao tốc', 'C': 'Biển chỉ dẫn bắt đầu đường cao tốc.', 'D': 'Cả A, B, và C đều sai.'}",C,train_5_32.jpg
train_316,train_5_19,"Biển báo hình chữ nhật, nền xanh lá cây, chữ trắng, có ý nghĩa là gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.4'}]",Multiple choice,"{'A': 'Biển chỉ dẫn kết thúc đường cao tốc', 'B': 'Biển chỉ dẫn lối vào đường cao tốc', 'C': 'Biển chỉ dẫn sơ đồ và khoảng cách đến nút giao với nhánh nối vào đường cao tốc', 'D': 'Biển chỉ dẫn bắt đầu đường cao tốc.'}",A,train_5_19.jpg
train_317,train_5_21,"Theo các biển báo trong hình bên, phương tiện giao thông nào bị cấm lưu thông?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.10'}]",Multiple choice,"{'A': 'Xe đạp thồ', 'B': 'Xe đạp', 'C': 'Xe gắn máy', 'D': 'Xe ô tô '}",B,train_5_21.jpg
train_318,train_5_11,"Theo hai biển báo trong hình bên, nếu phương tiện giao thông di chuyển ở làn bên phải ngoài cùng, tốc độ tối đa được phép di chuyển là bao nhiêu?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': '60 km/h', 'B': '80 km/h', 'C': '100 km/h', 'D': '120 km/h'}",C,train_5_11.jpg
train_319,train_5_26,Đây là loại biển báo gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.5'}]",Multiple choice,"{'A': 'Biển hiệu lệnh', 'B': 'Biển báo cấm', 'C': 'Biển phụ', 'D': 'Biển báo nguy hiểm và cảnh báo'}",B,train_5_26.jpg
train_320,train_5_33,Biển báo trong hình bên có ý nghĩa là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': 'Biển chỉ dẫn sơ đồ và khoảng cách đến nút giao với nhánh nối vào đường cao tốc', 'B': 'Biển chỉ dẫn lối vào đường cao tốc', 'C': 'Biển chỉ dẫn bắt đầu đường cao tốc.', 'D': 'Cả A, B, và C đều sai.'}",C,train_5_33.jpg
train_321,train_5_15,"Theo hình bên, khoảng cách để đến Ha Long và Vân Đồn lần lượt là 87 km và 112 km. Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.17'}]",Yes/No,,Sai,train_5_15.jpg
train_322,train_5_11,"Theo hình bên, nếu đi làn bên phải của đường cao tốc thì tốc độ tối đa được phép di chuyển là 100 km/h. Điều này là đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Yes/No,,Đúng,train_5_11.jpg
train_323,train_5_8,"Theo hai biển báo trong hình bên, phương tiện giao thông bị cấm là xe ô tô khách và xe ô tô tải. Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}]",Yes/No,,Đúng,train_5_8.jpg
train_324,train_5_5,"Biển báo cáo nền xanh trắng, viền đó trong hình bên có ý nghĩa là gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Cấm các loại xe cơ giới đỗ ở phía đường có đặt biển.', 'B': 'Cấm các loại xe cơ giới đỗ ở phía đường có đặt biển vào những ngày chẵn.', 'C': 'Cấm các loại xe cơ giới đỗ ở phía đường có đặt biển vào những ngày lẻ.', 'D': 'Cả A, B, và C đều sai.'}",C,train_5_5.jpg
train_325,train_5_19,Biển chỉ dẫn trong hình bên cho biết kết thúc đường cao tốc gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.4'}]",Multiple choice,"{'A': 'Cao tốc TP. HCM Trung Lương', 'B': 'Cao tốc Đà Nẵng Quảng Ngãi', 'C': 'Cao tốc Huế ', 'D': 'Cao tốc Long Thành Dầu Giây'}",B,train_5_19.jpg
train_326,train_5_30,Biển báo trong hình bên chỉ dẫn điều gì trên đường cao tốc?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': 'Bắt đầu đường cao tốc', 'B': 'Kết thúc đường cao tốc', 'C': 'Lối vào đường cao tốc', 'D': 'Lối ra đường cao tốc'}",A,train_5_30.jpg
train_327,train_5_4,"Theo biển báo hình chữ nhât, nền xanh dương, viền trắng, nếu muốn đến ""Chùa Bắc Ngà"", người điều khiển phương tiện giao thông phải đi theo hướng nào?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Quay đầu', 'B': 'Đi thẳng', 'C': 'Rẽ phải', 'D': 'Rẽ trái'}",D,train_5_4.jpg
train_328,train_5_27,"Theo các biển báo trong hình bên, các phương tiện giao thông nào bị cấm lưu thông trên đoạn đường trên?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.4'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.10'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.12'}]",Multiple choice,"{'A': 'Xe ô tô tải', 'B': 'Xe đạp', 'C': 'Người đi bộ', 'D': 'Cả A, B, C đều đúng'}",D,train_5_27.jpg
train_329,train_5_4,"Theo biển báo hình chữ nhật lớn, nền xanh dương, viền trắng, khoảng cách còn lại đến T.T Lộc Bình là bao nhiêu km? ","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 150, 'B': 10, 'C': 50, 'D': 100}",B,train_5_4.jpg
train_330,train_5_30,Biển báo trong hình bên thể hiện bắt đầu đường cao tốc gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Multiple choice,"{'A': 'TP.HCM - Trung Lương', 'B': 'Nghi Sơn - Diễn Châu', 'C': 'Long Thành - Dầu Giây', 'D': 'Cả A, B, C đều sai'}",B,train_5_30.jpg
train_331,train_5_30,"Theo biển báo trong hình bên, tốc độ tối đa là 90 km/h. Điều này là đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Yes/No,,Đúng,train_5_30.jpg
train_332,train_5_21,"Theo hình bên, có tất cả 2 biển báo cấm và 1 biển báo chỉ dẫn. Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}]",Yes/No,,Sai,train_5_21.jpg
train_333,train_5_17,Biển báo trong hình bên cho biết lỗi vào đường cao tốc TP.HCM - Trung Lương. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'P.3'}]",Yes/No,,Đúng,train_5_17.jpg
train_334,train_5_7,Đây là biển báo có ý nghĩa gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.8'}]",Multiple choice,"{'A': 'Cấm xe kéo rơ-moóc', 'B': 'Cấm xe sơ-mi rơ-moóc', 'C': 'Hạn chế chiều dài xe cơ giới kéo theo rơ-moóc hoặc sơ-mi rơ-moóc', 'D': 'Cấm máy kéo'}",C,train_5_7.jpg
train_335,train_5_7,"Biển báo trong hình bên có ý nghĩa là cấm xe kéo rơ-moóc, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.8'}]",Yes/No,,Sai,train_5_7.jpg
train_336,train_6_50,Biển báo trong ảnh tên là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Cấm\nđỗ xe.', 'B': 'Cấm dừng xe và đỗ xe.', 'C': 'Hết tất cả các lệnh cấm.', 'D': 'Đường cấm.'}",A,train_6_50.jpg
train_337,train_6_6,Khi gặp biển báo trong ảnh người tham gia giao thông sử dụng các loại xe cơ giới và thô sơ kể cả xe được ưu phải làm gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1'}]",Multiple choice,"{'A': 'Dừng lại.', 'B': 'Chỉ được đi thẳng.', 'C': 'Chỉ được rẽ phải.', 'D': 'Chỉ được đi thẳng và rẽ trái.'}",A,train_6_6.jpg
